user_id,recency,frequency,buy_count,fav_count,cart_count,pv_count,first_date,last_date,total_days,has_bought,cvr,r_rank,r_level,f_rank,f_level,segment
1035,267,38,1,0,0,37,2017-11-25 02:00:40,2017-12-03 10:45:12,6,1,2.63,0.0008698173383589446,1-最近,0.23098482651976418,2-中低频,流失用户
1043,267,238,0,1,5,232,2017-11-25 12:09:49,2017-12-03 14:17:23,9,0,0.0,0.0009664637092877162,1-最近,0.9165941818884701,5-最高频,高价值用户
1044,268,78,1,13,0,64,2017-11-25 03:50:49,2017-12-03 10:19:50,6,1,1.28,0.5567797429206534,3-中,0.50826326471441,3-中频,潜力用户
1046,268,11,0,0,0,11,2017-11-24 11:26:31,2017-12-02 16:02:37,3,0,0.0,0.5568763892915821,3-中,0.02271189716826133,1-低频,沉默用户
1047,268,23,0,0,0,23,2017-11-25 04:46:54,2017-12-03 08:52:25,6,0,0.0,0.5569730356625109,3-中,0.11172320479365999,1-低频,沉默用户
1049,268,114,0,0,12,102,2017-11-25 05:50:58,2017-12-03 00:26:29,9,0,0.0,0.5570696820334397,3-中,0.6760413646467575,4-高频,潜力用户
1072,267,60,3,0,0,57,2017-11-25 01:35:39,2017-12-03 14:01:03,9,1,5.0,0.0010631100802164879,1-最近,0.3945104861312458,2-中低频,流失用户
1076,268,89,0,0,3,86,2017-11-25 08:28:45,2017-12-02 16:45:19,8,0,0.0,0.5571663284043684,3-中,0.5649946844495989,3-中频,潜力用户
1080,267,49,1,4,0,44,2017-11-26 15:19:23,2017-12-03 15:04:20,6,1,2.04,0.0011597564511452595,1-最近,0.3187397313230888,2-中低频,流失用户
1083,268,68,3,21,1,43,2017-11-28 01:33:33,2017-12-03 04:27:16,6,1,4.41,0.5572629747752972,3-中,0.44843916110950033,3-中频,潜力用户
1095,267,76,1,3,0,72,2017-11-25 05:49:31,2017-12-03 12:53:32,5,1,1.32,0.001256402822074031,1-最近,0.4967623465738861,3-中频,潜力用户
1098,268,29,1,0,5,23,2017-11-24 14:14:31,2017-12-03 04:22:39,6,1,3.45,0.557359621146226,3-中,0.1617860249347637,1-低频,沉默用户
1103,268,51,0,4,1,46,2017-11-24 22:50:50,2017-12-03 00:10:12,7,0,0.0,0.5574562675171547,3-中,0.33362327244611967,2-中低频,沉默用户
1105,268,42,4,0,5,33,2017-11-26 09:43:39,2017-12-03 01:35:42,6,1,9.52,0.5575529138880835,3-中,0.2622982507006862,2-中低频,沉默用户
1114,268,31,4,4,0,23,2017-11-26 15:19:20,2017-12-03 09:02:02,5,1,12.9,0.5576495602590122,3-中,0.17637962694500822,1-低频,沉默用户
1119,268,192,8,11,8,165,2017-11-24 16:12:13,2017-12-03 08:02:15,10,1,4.17,0.557746206629941,3-中,0.8591862375567797,5-最高频,流失用户
1120,267,220,3,18,3,196,2017-11-25 08:59:22,2017-12-03 14:06:59,8,1,1.36,0.0013530491930028028,1-最近,0.8970716149608582,5-最高频,高价值用户
1122,268,36,0,0,0,36,2017-11-24 07:26:07,2017-12-03 05:43:53,8,0,0.0,0.5578428530008698,3-中,0.2153281144293032,2-中低频,沉默用户
1124,268,35,4,0,2,29,2017-11-25 08:24:29,2017-12-03 02:48:59,7,1,11.43,0.5579394993717985,3-中,0.20807963660964532,2-中低频,沉默用户
1131,268,106,4,6,5,91,2017-11-25 04:53:05,2017-12-03 04:21:50,9,1,3.77,0.5580361457427273,3-中,0.6442447086111917,4-高频,潜力用户
1133,267,42,2,2,4,34,2017-11-27 09:58:52,2017-12-03 13:22:38,6,1,4.76,0.0014496955639315744,1-最近,0.26239489707161495,2-中低频,流失用户
1143,268,113,1,0,21,91,2017-11-24 21:03:03,2017-12-02 17:50:38,8,1,0.88,0.5581327921136562,3-中,0.6717889243258915,4-高频,潜力用户
1144,267,91,2,0,14,75,2017-11-24 10:32:09,2017-12-03 15:56:30,9,1,2.2,0.001546341934860346,1-最近,0.5754324925099062,3-中频,潜力用户
1146,268,51,1,1,3,46,2017-11-25 12:28:01,2017-12-03 10:21:05,8,1,1.96,0.558229438484585,3-中,0.33371991881704843,2-中低频,沉默用户
1149,267,506,7,0,55,444,2017-11-25 02:28:11,2017-12-03 15:04:32,9,1,1.38,0.0016429883057891177,1-最近,0.997487194355852,5-最高频,高价值用户
1156,267,206,10,0,20,176,2017-11-25 08:47:19,2017-12-03 14:27:33,9,1,4.85,0.0017396346767178893,1-最近,0.8784188653716053,5-最高频,高价值用户
1158,268,43,2,3,1,37,2017-11-24 07:44:18,2017-12-03 05:54:00,8,1,4.65,0.5583260848555137,3-中,0.2693534357784865,2-中低频,沉默用户
1159,268,105,1,0,19,85,2017-11-25 02:13:01,2017-12-03 08:57:11,8,1,0.95,0.5584227312264425,3-中,0.6386392190973229,4-高频,潜力用户
1167,267,36,1,1,2,32,2017-11-25 00:40:02,2017-12-03 13:48:30,8,1,2.78,0.0018362810476466609,1-最近,0.21542476080023196,2-中低频,流失用户
1169,268,177,1,0,5,171,2017-11-24 17:31:58,2017-12-02 23:36:30,9,1,0.56,0.5585193775973712,3-中,0.8356045230501594,5-最高频,流失用户
1182,268,33,2,0,0,31,2017-11-26 03:47:35,2017-12-03 07:09:35,4,1,6.06,0.5586160239683,3-中,0.19232627814825554,1-低频,沉默用户
1187,268,101,0,0,3,98,2017-11-25 13:15:07,2017-12-03 01:16:26,8,0,0.0,0.5587126703392288,3-中,0.61998646950807,4-高频,潜力用户
1189,267,511,2,1,76,432,2017-11-24 16:00:31,2017-12-03 15:18:25,9,1,0.39,0.0019329274185754324,1-最近,0.9977771334686383,5-最高频,高价值用户
1192,267,244,9,0,24,211,2017-11-26 15:20:32,2017-12-03 13:31:04,7,1,3.69,0.002029573789504204,1-最近,0.9236493669662704,5-最高频,高价值用户
1203,267,203,1,0,12,190,2017-11-24 17:25:22,2017-12-03 12:17:13,9,1,0.49,0.0021262201604329758,1-最近,0.8744563641635257,5-最高频,高价值用户
1207,267,28,0,0,1,27,2017-11-26 12:34:16,2017-12-03 13:45:18,6,0,0.0,0.0022228665313617476,1-最近,0.15202474147095776,1-低频,流失用户
1212,267,63,6,0,5,52,2017-11-25 03:51:45,2017-12-03 12:57:27,9,1,9.52,0.002319512902290519,1-最近,0.4145162849135015,3-中频,潜力用户
1214,268,59,0,0,4,55,2017-11-24 21:43:28,2017-12-03 07:34:44,8,0,0.0,0.5588093167101575,3-中,0.3873586546825167,2-中低频,沉默用户
1234,268,210,12,0,19,179,2017-11-25 05:38:33,2017-12-03 02:38:44,7,1,5.71,0.5589059630810863,3-中,0.8834444766599014,5-最高频,流失用户
1241,268,106,1,0,20,85,2017-11-25 04:06:17,2017-12-03 07:23:56,8,1,0.94,0.5590026094520151,3-中,0.6443413549821204,4-高频,潜力用户
1242,267,61,1,0,5,55,2017-11-24 23:46:17,2017-12-03 12:31:16,6,1,1.64,0.0024161592732192907,1-最近,0.4008891466125447,3-中频,潜力用户
1244,268,10,1,0,0,9,2017-11-25 03:03:02,2017-12-03 06:05:19,5,1,10.0,0.5590992558229438,3-中,0.017589639509036435,1-低频,沉默用户
1246,267,130,2,0,9,119,2017-11-24 16:23:35,2017-12-03 14:07:22,7,1,1.54,0.002512805644148062,1-最近,0.727457233980864,4-高频,高价值用户
1249,267,285,26,0,26,233,2017-11-25 14:03:22,2017-12-03 14:07:07,9,1,9.12,0.002609452015076834,1-最近,0.9536097419541896,5-最高频,高价值用户
1253,267,19,2,0,1,16,2017-11-26 02:57:10,2017-12-03 12:39:33,5,1,10.53,0.0027060983860056056,1-最近,0.0786701459360201,1-低频,流失用户
1262,267,179,0,15,6,158,2017-11-24 16:15:58,2017-12-03 14:23:31,10,0,0.0,0.002802744756934377,1-最近,0.8386972069198801,5-最高频,高价值用户
1267,267,63,0,0,0,63,2017-11-25 11:51:44,2017-12-03 11:50:14,7,0,0.0,0.0028993911278631487,1-最近,0.4146129312844303,3-中频,潜力用户
1274,268,90,2,0,11,77,2017-11-25 12:03:58,2017-12-03 07:26:49,9,1,2.22,0.5591959021938726,3-中,0.5705035275925389,3-中频,潜力用户
1275,267,93,1,1,11,80,2017-11-24 16:07:12,2017-12-03 15:10:38,10,1,1.08,0.0029960374987919205,1-最近,0.5838407267807094,3-中频,潜力用户
1281,268,26,3,0,0,23,2017-11-25 00:19:16,2017-12-03 00:24:07,5,1,11.54,0.5592925485648014,3-中,0.13462839470377888,1-低频,沉默用户
1288,267,447,2,0,71,374,2017-11-25 07:27:16,2017-12-03 10:49:12,9,1,0.45,0.003092683869720692,1-最近,0.9926548758094134,5-最高频,高价值用户
1294,268,24,1,0,1,22,2017-11-26 22:55:34,2017-12-03 06:59:16,6,1,4.17,0.5593891949357301,3-中,0.11964820720981927,1-低频,沉默用户
1295,267,101,1,0,0,100,2017-11-25 23:29:36,2017-12-03 14:44:18,8,1,0.99,0.0031893302406494637,1-最近,0.6200831158789988,4-高频,高价值用户
1302,267,114,0,0,9,105,2017-11-25 00:20:12,2017-12-03 10:48:29,7,0,0.0,0.0032859766115782355,1-最近,0.6761380110176863,4-高频,高价值用户
1304,267,62,6,6,1,49,2017-11-25 05:17:30,2017-12-03 15:25:40,9,1,9.68,0.003382622982507007,1-最近,0.40726780709384364,3-中频,潜力用户
1306,268,18,0,0,1,17,2017-11-25 11:41:03,2017-12-02 16:49:29,6,0,0.0,0.5594858413066589,3-中,0.06832898424664154,1-低频,沉默用户
10001,268,21,0,0,0,21,2017-11-28 10:02:39,2017-12-03 04:26:23,4,0,0.0,0.5595824876775877,3-中,0.09683966367062917,1-低频,沉默用户
10008,268,56,3,0,12,41,2017-11-24 23:47:23,2017-12-02 11:19:27,7,1,5.36,0.5596791340485164,3-中,0.36735285590026096,2-中低频,沉默用户
10009,267,352,10,0,11,331,2017-11-25 01:40:25,2017-12-03 14:13:56,9,1,2.84,0.0034792693534357786,1-最近,0.9769981637189523,5-最高频,高价值用户
10013,267,250,0,38,0,212,2017-11-25 12:23:35,2017-12-03 13:59:19,8,0,0.0,0.00357591572436455,1-最近,0.9290615637382816,5-最高频,高价值用户
10020,268,40,1,1,2,36,2017-11-26 04:25:48,2017-12-03 02:25:18,7,1,2.5,0.5597757804194452,3-中,0.24635159949743887,2-中低频,沉默用户
10021,268,125,1,0,17,107,2017-11-24 23:45:50,2017-12-02 17:54:27,7,1,0.8,0.559872426790374,3-中,0.7118971682613318,4-高频,潜力用户
10024,267,121,6,2,3,110,2017-11-25 10:58:08,2017-12-03 13:21:34,9,1,4.96,0.0036725620952933217,1-最近,0.7008794819754518,4-高频,高价值用户
10027,268,112,3,1,4,104,2017-11-25 00:31:34,2017-12-03 08:51:27,7,1,2.68,0.5599690731613028,3-中,0.6678264231178119,4-高频,潜力用户
10034,267,214,4,0,7,203,2017-11-25 02:46:49,2017-12-03 13:08:15,9,1,1.87,0.0037692084662220935,1-最近,0.8879868560935537,5-最高频,高价值用户
10035,268,132,4,18,1,109,2017-11-25 03:10:14,2017-12-03 07:30:52,6,1,3.03,0.5600657195322316,3-中,0.7334493089784478,4-高频,潜力用户
10044,268,92,2,0,11,79,2017-11-24 23:19:58,2017-12-03 03:31:22,8,1,2.17,0.5601623659031604,3-中,0.5791050546051996,3-中频,潜力用户
10045,267,60,1,0,1,58,2017-11-26 06:22:07,2017-12-03 13:48:02,7,1,1.67,0.003865854837150865,1-最近,0.39460713250217455,2-中低频,流失用户
10049,268,17,1,0,1,15,2017-11-25 15:08:29,2017-12-03 05:55:10,6,1,5.88,0.5602590122740891,3-中,0.05972745723398087,1-低频,沉默用户
10053,268,33,1,1,0,31,2017-11-25 07:37:04,2017-12-03 07:34:22,8,1,3.03,0.5603556586450179,3-中,0.1924229245191843,1-低频,沉默用户
10057,268,122,5,0,5,112,2017-11-25 00:53:08,2017-12-02 17:59:34,6,1,4.1,0.5604523050159467,3-中,0.7035855803614575,4-高频,潜力用户
10075,267,55,2,5,6,42,2017-11-25 12:38:59,2017-12-03 12:57:30,9,1,3.64,0.003962501208079636,1-最近,0.3605876099352469,2-中低频,流失用户
10078,267,25,1,0,3,21,2017-11-26 12:06:11,2017-12-03 10:57:35,5,1,4.0,0.004059147579008408,1-最近,0.12699333140040592,1-低频,流失用户
10086,267,46,2,1,1,42,2017-11-26 10:48:09,2017-12-03 14:16:30,6,1,4.35,0.00415579394993718,1-最近,0.2966077123804001,2-中低频,流失用户
10092,268,55,1,0,7,47,2017-11-25 09:46:05,2017-12-03 08:12:06,8,1,1.82,0.5605489513868754,3-中,0.3606842563061757,2-中低频,沉默用户
10096,267,44,1,0,0,43,2017-11-27 08:24:06,2017-12-03 11:53:23,7,1,2.27,0.0042524403208659516,1-最近,0.2778583164202184,2-中低频,流失用户
10111,267,81,2,1,15,63,2017-11-24 16:01:24,2017-12-03 10:42:03,9,1,2.47,0.004349086691794723,1-最近,0.5252730259978737,3-中频,潜力用户
10114,267,194,3,0,8,183,2017-11-26 14:18:42,2017-12-03 15:28:38,8,1,1.55,0.004445733062723495,1-最近,0.8617956895718566,5-最高频,高价值用户
10116,268,18,0,5,0,13,2017-11-24 14:51:27,2017-12-03 06:10:25,8,0,0.0,0.5606455977578042,3-中,0.06842563061757032,1-低频,沉默用户
10121,267,79,0,4,0,75,2017-11-28 05:18:36,2017-12-03 14:52:20,4,0,0.0,0.004542379433652266,1-最近,0.5134821687445636,3-中频,潜力用户
10128,268,87,1,2,7,77,2017-11-25 01:58:39,2017-12-03 03:37:53,8,1,1.15,0.560742244128733,3-中,0.554363583647434,3-中频,潜力用户
10135,267,78,1,4,26,47,2017-11-25 01:23:58,2017-12-03 15:14:06,8,1,1.28,0.004639025804581038,1-最近,0.5083599110853387,3-中频,潜力用户
10136,267,38,0,4,1,33,2017-11-25 09:14:26,2017-12-03 11:16:28,5,0,0.0,0.00473567217550981,1-最近,0.23108147289069295,2-中低频,流失用户
10139,268,242,1,1,15,225,2017-11-25 04:28:57,2017-12-02 17:08:38,8,1,0.41,0.5608388904996617,3-中,0.9213298540639799,5-最高频,流失用户
10146,267,63,2,0,0,61,2017-11-25 14:39:14,2017-12-03 14:36:04,4,1,3.17,0.004832318546438581,1-最近,0.41470957765535904,3-中频,潜力用户
10150,268,11,1,1,0,9,2017-11-25 07:53:27,2017-12-03 03:32:32,4,1,9.09,0.5609355368705905,3-中,0.022808543539190103,1-低频,沉默用户
10154,268,221,1,5,0,215,2017-11-25 05:14:29,2017-12-03 05:25:27,9,1,0.45,0.5610321832415193,3-中,0.8985213105247898,5-最高频,流失用户
10156,267,113,1,0,0,112,2017-11-25 03:22:39,2017-12-03 13:00:19,8,1,0.88,0.004928964917367353,1-最近,0.6718855706968203,4-高频,高价值用户
10158,268,52,0,0,4,48,2017-11-25 04:30:31,2017-12-03 03:05:38,6,0,0.0,0.561128829612448,3-中,0.3412583357494926,2-中低频,沉默用户
10165,268,22,0,1,0,21,2017-11-25 02:34:50,2017-12-03 09:56:34,5,0,0.0,0.5612254759833768,3-中,0.10466801971585966,1-低频,沉默用户
10169,268,87,3,5,2,77,2017-11-25 05:33:28,2017-12-03 05:37:59,9,1,3.45,0.5613221223543056,3-中,0.5544602300183629,3-中频,潜力用户
10170,268,93,7,10,4,72,2017-11-25 02:45:40,2017-12-03 07:03:44,8,1,7.53,0.5614187687252343,3-中,0.5839373731516382,3-中频,潜力用户
10171,267,13,0,0,0,13,2017-11-27 11:14:29,2017-12-03 14:12:56,4,0,0.0,0.005025611288296124,1-最近,0.03382622982507007,1-低频,流失用户
10179,267,210,3,30,9,168,2017-11-25 10:06:53,2017-12-03 12:47:14,9,1,1.43,0.005122257659224896,1-最近,0.8835411230308302,5-最高频,高价值用户
10191,267,40,0,2,0,38,2017-11-25 04:52:02,2017-12-03 13:25:38,6,0,0.0,0.005218904030153668,1-最近,0.24644824586836764,2-中低频,流失用户
10192,267,140,0,0,1,139,2017-11-27 04:52:16,2017-12-03 15:47:20,6,0,0.0,0.0053155504010824394,1-最近,0.7567410843722818,4-高频,高价值用户
10199,267,311,2,0,0,309,2017-11-25 08:04:06,2017-12-03 13:25:56,9,1,0.64,0.005412196772011211,1-最近,0.964434135498212,5-最高频,高价值用户
10201,268,28,0,0,2,26,2017-11-26 12:11:43,2017-12-03 08:15:56,6,0,0.0,0.5615154150961631,3-中,0.15212138784188653,1-低频,沉默用户
10205,267,113,0,23,1,89,2017-11-25 07:09:03,2017-12-03 15:41:36,8,0,0.0,0.005508843142939983,1-最近,0.6719822170677491,4-高频,高价值用户
10206,267,225,1,2,1,221,2017-11-28 10:38:20,2017-12-03 11:00:44,4,1,0.44,0.005605489513868754,1-最近,0.9030636899584421,5-最高频,高价值用户
10218,267,131,3,0,1,127,2017-11-25 08:07:11,2017-12-03 15:53:04,9,1,2.29,0.005702135884797526,1-最近,0.7309365033342998,4-高频,高价值用户
10220,268,41,0,1,5,35,2017-11-25 03:14:25,2017-12-03 08:30:35,5,0,0.0,0.5616120614670919,3-中,0.2543732482845269,2-中低频,沉默用户
10226,267,111,2,1,18,90,2017-11-25 06:33:11,2017-12-03 14:13:13,8,1,1.8,0.0057987822557262975,1-最近,0.6632840436841596,4-高频,高价值用户
10230,268,193,3,20,3,167,2017-11-24 23:49:10,2017-12-03 09:03:58,9,1,1.55,0.5617087078380207,3-中,0.8604426403788538,5-最高频,流失用户
10234,268,23,1,0,1,21,2017-11-28 11:53:32,2017-12-03 03:25:01,4,1,4.35,0.5618053542089495,3-中,0.11181985116458877,1-低频,沉默用户
10236,267,180,7,1,23,149,2017-11-24 23:37:02,2017-12-03 15:15:51,10,1,3.89,0.005895428626655069,1-最近,0.8399536097419542,5-最高频,高价值用户
10240,268,211,2,0,10,199,2017-11-25 05:49:42,2017-12-03 09:56:47,9,1,0.95,0.5619020005798783,3-中,0.8847008794819754,5-最高频,流失用户
10246,267,146,1,0,8,137,2017-11-25 01:38:53,2017-12-03 12:06:54,7,1,0.68,0.005992074997583841,1-最近,0.7720112109790277,4-高频,高价值用户
10257,268,104,2,16,1,85,2017-11-30 14:43:22,2017-12-03 02:10:40,4,1,1.92,0.561998646950807,3-中,0.6344834251473858,4-高频,潜力用户
10263,267,42,3,0,4,35,2017-11-27 02:06:32,2017-12-03 15:36:44,6,1,7.14,0.006088721368512612,1-最近,0.2624915434425437,2-中低频,流失用户
10265,267,37,4,1,0,32,2017-11-22 18:28:51,2017-12-03 10:53:49,8,1,10.81,0.006185367739441384,1-最近,0.2245095196675365,2-中低频,流失用户
10267,267,117,6,1,11,99,2017-11-25 00:28:07,2017-12-03 11:57:28,9,1,5.13,0.0062820141103701556,1-最近,0.6877355755291389,4-高频,高价值用户
10271,267,123,0,1,2,120,2017-11-25 12:12:36,2017-12-03 12:20:47,9,0,0.0,0.006378660481298927,1-最近,0.7060983860056055,4-高频,高价值用户
10272,267,66,0,0,4,62,2017-11-26 00:07:40,2017-12-03 13:06:44,7,0,0.0,0.006475306852227699,1-最近,0.43645501111433266,3-中频,潜力用户
10279,267,133,1,1,15,116,2017-11-25 04:00:53,2017-12-03 14:32:22,9,1,0.75,0.006571953223156471,1-最近,0.7368319319609549,4-高频,高价值用户
10290,268,81,4,0,15,62,2017-11-25 06:45:20,2017-12-03 07:29:10,6,1,4.94,0.5620952933217358,3-中,0.5253696723688025,3-中频,潜力用户
10295,267,267,4,0,2,261,2017-11-25 07:29:02,2017-12-03 11:41:59,7,1,1.5,0.006668599594085242,1-最近,0.9413356528462357,5-最高频,高价值用户
10296,267,225,2,0,2,221,2017-11-24 22:56:48,2017-12-03 10:43:46,10,1,0.89,0.006765245965014014,1-最近,0.9031603363293709,5-最高频,高价值用户
10297,268,207,3,0,17,187,2017-11-25 05:20:42,2017-12-03 03:54:52,9,1,1.45,0.5621919396926646,3-中,0.8796752681936794,5-最高频,流失用户
10299,268,102,3,2,8,89,2017-11-25 10:22:58,2017-12-03 04:34:06,9,1,2.94,0.5622885860635933,3-中,0.6268483618440127,4-高频,潜力用户
10301,267,243,5,42,4,192,2017-11-25 01:18:17,2017-12-03 15:05:20,9,1,2.06,0.006861892335942785,1-最近,0.9222963177732676,5-最高频,高价值用户
10306,268,22,1,0,1,20,2017-11-25 03:34:28,2017-12-03 05:08:04,7,1,4.55,0.5623852324345221,3-中,0.10476466608678844,1-低频,沉默用户
10310,267,276,0,1,7,268,2017-11-25 00:55:53,2017-12-03 12:56:30,9,0,0.0,0.006958538706871557,1-最近,0.9477143133275345,5-最高频,高价值用户
10311,267,88,2,0,16,70,2017-11-27 14:18:25,2017-12-03 15:31:14,6,1,2.27,0.007055185077800329,1-最近,0.5593891949357301,3-中频,潜力用户
10315,268,261,1,1,22,237,2017-11-25 00:12:17,2017-12-03 10:06:06,9,1,0.38,0.5624818788054509,3-中,0.936116748816082,5-最高频,流失用户
10321,268,51,3,1,0,47,2017-11-26 15:08:01,2017-12-03 05:23:13,5,1,5.88,0.5625785251763796,3-中,0.3338165651879772,2-中低频,沉默用户
10330,268,31,1,1,3,26,2017-11-21 03:32:43,2017-12-03 06:13:36,5,1,3.23,0.5626751715473084,3-中,0.176476273315937,1-低频,沉默用户
10332,267,81,0,4,4,73,2017-11-25 01:11:35,2017-12-03 13:34:00,9,0,0.0,0.0071518314487291,1-最近,0.5254663187397314,3-中频,潜力用户
10343,268,89,1,2,0,86,2017-11-26 18:44:51,2017-12-02 18:58:53,3,1,1.12,0.5627718179182372,3-中,0.5650913308205276,3-中频,潜力用户
10356,268,13,0,0,2,11,2017-11-26 13:45:24,2017-12-02 16:09:22,3,0,0.0,0.5628684642891659,3-中,0.03392287619599884,1-低频,沉默用户
10363,267,151,6,0,50,95,2017-11-24 16:00:57,2017-12-03 15:00:46,10,1,3.97,0.007248477819657872,1-最近,0.7834154827486228,4-高频,高价值用户
10365,267,409,8,40,3,358,2017-11-25 06:43:57,2017-12-03 11:12:25,9,1,1.96,0.0073451241905866434,1-最近,0.9878225572629747,5-最高频,高价值用户
10368,267,13,1,0,0,12,2017-11-27 09:04:06,2017-12-03 13:53:28,4,1,7.69,0.007441770561515415,1-最近,0.03401952256692761,1-低频,流失用户
10371,268,44,1,0,1,42,2017-11-25 01:50:43,2017-12-03 01:39:05,4,1,2.27,0.5629651106600947,3-中,0.2779549627911472,2-中低频,沉默用户
10386,268,34,2,0,0,32,2017-11-25 08:46:08,2017-12-03 03:30:47,8,1,5.88,0.5630617570310235,3-中,0.1995747559679134,1-低频,沉默用户
10388,267,27,3,4,2,18,2017-11-25 00:41:00,2017-12-03 13:59:15,8,1,11.11,0.007538416932444187,1-最近,0.14351986082922585,1-低频,流失用户
10395,268,18,5,0,3,10,2017-11-28 02:54:06,2017-12-02 21:04:29,4,1,27.78,0.5631584034019522,3-中,0.06852227698849908,1-低频,沉默用户
10396,268,172,4,1,5,162,2017-11-24 09:25:50,2017-12-03 08:28:18,9,1,2.33,0.563255049772881,3-中,0.8265197641828549,5-最高频,流失用户
10404,267,66,4,1,4,57,2017-11-25 02:12:25,2017-12-03 13:21:14,6,1,6.06,0.007635063303372958,1-最近,0.4365516574852614,3-中频,潜力用户
10406,268,80,0,1,4,75,2017-11-27 04:20:20,2017-12-03 01:28:17,4,0,0.0,0.5633516961438098,3-中,0.5194742437421475,3-中频,潜力用户
10407,267,218,5,0,8,205,2017-11-25 02:21:31,2017-12-03 12:31:00,9,1,2.29,0.00773170967430173,1-最近,0.8936889919783512,5-最高频,高价值用户
10422,268,225,1,6,11,207,2017-11-25 13:18:22,2017-12-03 09:15:24,9,1,0.44,0.5634483425147385,3-中,0.9032569827002996,5-最高频,流失用户
10432,267,15,0,0,3,12,2017-11-26 02:55:37,2017-12-03 13:50:15,4,0,0.0,0.007828356045230501,1-最近,0.046583550787667925,1-低频,流失用户
10435,268,141,2,18,0,121,2017-11-27 12:49:25,2017-12-03 01:16:40,7,1,1.42,0.5635449888856674,3-中,0.7594471827582874,4-高频,潜力用户
10449,267,191,4,0,4,183,2017-11-25 02:59:38,2017-12-03 13:42:00,8,1,2.09,0.007925002416159272,1-最近,0.8576398956219194,5-最高频,高价值用户
10451,268,247,0,13,15,219,2017-11-24 19:40:13,2017-12-03 04:47:09,9,0,0.0,0.5636416352565962,3-中,0.9269353435778487,5-最高频,流失用户
10452,267,140,4,0,0,136,2017-11-24 16:01:57,2017-12-03 14:48:52,8,1,2.86,0.008021648787088045,1-最近,0.7568377307432106,4-高频,高价值用户
10458,267,66,2,0,9,55,2017-11-25 12:38:31,2017-12-03 13:06:20,7,1,3.03,0.008118295158016816,1-最近,0.4366483038561902,3-中频,潜力用户
10461,268,9,0,0,1,8,2017-11-25 13:46:27,2017-12-03 02:16:54,5,0,0.0,0.5637382816275249,3-中,0.013143906446312942,1-低频,沉默用户
10464,267,114,1,0,1,112,2017-11-25 11:27:45,2017-12-03 11:25:40,8,1,0.88,0.008214941528945589,1-最近,0.6762346573886151,4-高频,高价值用户
10465,267,118,2,4,8,104,2017-11-25 02:39:23,2017-12-03 11:56:25,8,1,1.69,0.00831158789987436,1-最近,0.691504783995361,4-高频,高价值用户
10469,268,54,11,0,11,32,2017-11-25 01:42:46,2017-12-02 16:06:00,6,1,20.37,0.5638349279984537,3-中,0.3544022421958056,2-中低频,沉默用户
10475,268,62,0,0,3,59,2017-11-27 11:49:08,2017-12-02 20:17:32,3,0,0.0,0.5639315743693825,3-中,0.4073644534647724,3-中频,潜力用户
10476,267,61,6,1,5,49,2017-11-24 22:54:40,2017-12-03 11:02:03,10,1,9.84,0.008408234270803132,1-最近,0.4009857929834735,3-中频,潜力用户
10485,267,58,1,0,5,52,2017-11-24 16:27:23,2017-12-03 13:43:37,8,1,1.72,0.008504880641731903,1-最近,0.38059340871750263,2-中低频,流失用户
10486,267,75,0,0,2,73,2017-11-25 06:42:04,2017-12-03 11:03:36,9,0,0.0,0.008601527012660674,1-最近,0.4911568570600174,3-中频,潜力用户
